,id,id_str,name,screen_name,location,profile_location,description,url,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,statuses_count,lang,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,follow_request_sent,notifications,translator_type,entities.url.urls,entities.description.urls,status.created_at,status.id,status.id_str,status.text,status.truncated,status.entities.hashtags,status.entities.symbols,status.entities.user_mentions,status.entities.urls,status.source,status.in_reply_to_status_id,status.in_reply_to_status_id_str,status.in_reply_to_user_id,status.in_reply_to_user_id_str,status.in_reply_to_screen_name,status.geo,status.coordinates,status.place,status.contributors,status.is_quote_status,status.retweet_count,status.favorite_count,status.favorited,status.retweeted,status.lang,profile_banner_url,status.entities.media,status.extended_entities.media,status.possibly_sensitive,status.retweeted_status.created_at,status.retweeted_status.id,status.retweeted_status.id_str,status.retweeted_status.text,status.retweeted_status.truncated,status.retweeted_status.entities.hashtags,status.retweeted_status.entities.symbols,status.retweeted_status.entities.user_mentions,status.retweeted_status.entities.urls,status.retweeted_status.entities.media,status.retweeted_status.extended_entities.media,status.retweeted_status.source,status.retweeted_status.in_reply_to_status_id,status.retweeted_status.in_reply_to_status_id_str,status.retweeted_status.in_reply_to_user_id,status.retweeted_status.in_reply_to_user_id_str,status.retweeted_status.in_reply_to_screen_name,status.retweeted_status.geo,status.retweeted_status.coordinates,status.retweeted_status.place,status.retweeted_status.contributors,status.retweeted_status.is_quote_status,status.retweeted_status.retweet_count,status.retweeted_status.favorite_count,status.retweeted_status.favorited,status.retweeted_status.retweeted,status.retweeted_status.possibly_sensitive,status.retweeted_status.lang,status.retweeted_status.quoted_status_id,status.retweeted_status.quoted_status_id_str,status.quoted_status_id,status.quoted_status_id_str,profile_location.id,profile_location.url,profile_location.place_type,profile_location.name,profile_location.full_name,profile_location.country_code,profile_location.country,profile_location.contained_within,profile_location.bounding_box,status.geo.type,status.geo.coordinates,status.coordinates.type,status.coordinates.coordinates,status.place.id,status.place.url,status.place.place_type,status.place.name,status.place.full_name,status.place.country_code,status.place.country,status.place.contained_within,status.place.bounding_box.type,status.place.bounding_box.coordinates
0,34882518,34882518,one media,kwikermoney,WorldWide,,"Internet marketing expert, still a lot to do before I call myself a Guru, I have checked a few - GURUS here - HA HA HA",https://t.co/fscoBF5tYI,False,53922,49254,338,Fri Apr 24 08:37:49 +0000 2009,15,,,False,False,43929,,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/266562515/girl_money_normal.jpg,https://pbs.twimg.com/profile_images/266562515/girl_money_normal.jpg,0084B4,BDDCAD,E2F0BD,3D5680,True,False,False,False,False,False,False,none,"[{'url': 'https://t.co/fscoBF5tYI', 'expanded_url': 'http://emarketinguide.com', 'display_url': 'emarketinguide.com', 'indices': [0, 23]}]",[],Wed Nov 18 19:55:06 +0000 2020,1.3291511644626207e+18,1329151164462620678,Appointment #Management System by Insyte Consultancy Services - https://t.co/HGHYzr5JV4 https://t.co/JW2LXSwK2j,False,"[{'text': 'Management', 'indices': [12, 23]}]",[],[],"[{'url': 'https://t.co/HGHYzr5JV4', 'expanded_url': 'http://bit.ly/2WZWHup', 'display_url': 'bit.ly/2WZWHup', 'indices': [64, 87]}]","<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,,,,,,,,,False,0.0,0.0,False,False,en,,"[{'id': 1329151162885550090, 'id_str': '1329151162885550090', 'indices': [88, 111], 'media_url': 'http://pbs.twimg.com/media/EnIX8MSXMAoZ0Yc.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EnIX8MSXMAoZ0Yc.jpg', 'url': 'https://t.co/JW2LXSwK2j', 'display_url': 'pic.twitter.com/JW2LXSwK2j', 'expanded_url': 'https://twitter.com/kwikermoney/status/1329151164462620678/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 383, 'h': 680, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1920, 'resize': 'fit'}, 'medium': {'w': 675, 'h': 1200, 'resize': 'fit'}}}]","[{'id': 1329151162885550090, 'id_str': '1329151162885550090', 'indices': [88, 111], 'media_url': 'http://pbs.twimg.com/media/EnIX8MSXMAoZ0Yc.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EnIX8MSXMAoZ0Yc.jpg', 'url': 'https://t.co/JW2LXSwK2j', 'display_url': 'pic.twitter.com/JW2LXSwK2j', 'expanded_url': 'https://twitter.com/kwikermoney/status/1329151164462620678/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 383, 'h': 680, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1920, 'resize': 'fit'}, 'medium': {'w': 675, 'h': 1200, 'resize': 'fit'}}}]",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,21638088,21638088,Junior Howe,Juniorhowe06,"South Shields, England",,"Hello lads, Don't follow if you're a ❄️,  If you aren't a ❄️ and still don't follow me then I will find you.",https://t.co/FpNLRcLHcR,False,21585,23814,140,Mon Feb 23 07:23:26 +0000 2009,146,,,False,False,6807,,False,False,False,000000,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/1313899250137300992/Nr1mTPoT_normal.jpg,https://pbs.twimg.com/profile_images/1313899250137300992/Nr1mTPoT_normal.jpg,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/FpNLRcLHcR', 'expanded_url': 'https://www.youtube.com/channel/UCPAqjz2AePwOIjKgKtqFadg', 'display_url': 'youtube.com/channel/UCPAqj…', 'indices': [0, 23]}]",[],Wed Oct 07 18:06:43 +0000 2020,1.313903597441233e+18,1313903597441232897,@jaxonsmelody999 follow this knob .,False,[],[],"[{'screen_name': 'jaxonsmelody999', 'name': '👑⚡️JAXH 9 ⁹ 9 👑⚡️', 'id': 1305600384254308353, 'id_str': '1305600384254308353', 'indices': [0, 16]}]",[],"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,1305600384254308353,1305600384254308353,jaxonsmelody999,,,,,False,0.0,1.0,False,False,en,https://pbs.twimg.com/profile_banners/21638088/1517082969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174aa071dce6ffd4,https://api.twitter.com/1.1/geo/id/174aa071dce6ffd4.json,unknown,"South Shields, England","South Shields, England",,,[],,,,,,,,,,,,,,,
0,55874681,55874681,Beata J. Gond,BeataJGond,,,,,False,431,1348,6,Sat Jul 11 17:03:15 +0000 2009,0,,,False,False,38,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/308642475/413_normal.jpg,https://pbs.twimg.com/profile_images/308642475/413_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,[],Tue Jul 21 03:40:42 +0000 2009,2751598258.0,2751598258,"Success is determined by your actions, not the action of others...",False,[],[],[],[],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,False,0.0,3.0,False,False,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,15651647,15651647,Randy Codolski,RandyCodolski,Aberdeen,,"Internet Marketer Extraordinaire, Or At Least Thats What My Granny Thinks! Ironman Triathlete And Millionaire Maker",http://t.co/3D6P0HK4zH,False,7122,10465,41,Tue Jul 29 21:16:49 +0000 2008,0,,,False,False,11123,,False,False,False,050000,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/996451975/Zi6_1851_normal.JPG,https://pbs.twimg.com/profile_images/996451975/Zi6_1851_normal.JPG,0C0309,080508,DEDBDE,0D0B0B,True,False,False,False,False,False,False,none,"[{'url': 'http://t.co/3D6P0HK4zH', 'expanded_url': 'http://MeetEwanRobb.com/Twitter.html', 'display_url': 'MeetEwanRobb.com/Twitter.html', 'indices': [0, 22]}]",[],Tue Jan 31 01:15:48 +0000 2012,1.6415488434045338e+17,164154884340453378,Man performs and engenders so much more than he can or should have to bear.  That's how he finds that he can bear anything,False,[],[],[],[],"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>",,,,,,,,,,False,4.0,6.0,False,False,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,41623446,41623446,OpenPakistan,openpakistan,Pakistan,,Pakistani News,http://t.co/puGt15yeCm,False,210,856,1,Thu May 21 16:47:19 +0000 2009,0,,,True,False,3554,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/222862264/Water_lilies_normal.jpg,https://pbs.twimg.com/profile_images/222862264/Water_lilies_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'http://t.co/puGt15yeCm', 'expanded_url': 'http://www.openpakistan.com', 'display_url': 'openpakistan.com', 'indices': [0, 22]}]",[],Wed May 12 02:07:26 +0000 2010,13824444796.0,13824444796,Watch: Point Blank – 11th May 2010 @ http://ur.ly/bX42,False,[],[],[],[],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,False,0.0,0.0,False,False,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,41558966,41558966,Dakota Global,dakotaglobal,Manila,,Maverick Money Makers - Get Paid For Life!,http://t.co/AXjIjaFGPu,False,1219,1993,2,Thu May 21 09:42:56 +0000 2009,0,,,False,False,91,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/226701334/x2_normal.gif,https://pbs.twimg.com/profile_images/226701334/x2_normal.gif,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'http://t.co/AXjIjaFGPu', 'expanded_url': 'http://bit.ly/DkOHm', 'display_url': 'bit.ly/DkOHm', 'indices': [0, 22]}]",[],Sun Sep 06 06:55:13 +0000 2009,3794682569.0,3794682569,Making money out of twitter ?.... 1100% in 3 months..Start with just $10. FundRaiser 1.0,False,[],[],[],[],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,False,2.0,3.0,False,False,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,18953622,18953622,Chris Stapleton,Chris_Stapleton,"Arizona, Us",,Grassroots Entrepreneur. Friend. Brother. Mentor. Top Internet Marketer. Author. Founder of http://t.co/hfAv7F4CMI.,http://t.co/JCkbeQMp,False,6890,9877,36,Tue Jan 13 21:11:50 +0000 2009,11,,,False,False,998,,False,False,False,EBEBEB,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/571456188/Twitterprofilepic_normal.jpg,https://pbs.twimg.com/profile_images/571456188/Twitterprofilepic_normal.jpg,990000,DFDFDF,F3F3F3,333333,True,False,False,False,False,False,False,none,"[{'url': 'http://t.co/JCkbeQMp', 'expanded_url': 'http://EmpowerEffect.com', 'display_url': 'EmpowerEffect.com', 'indices': [0, 20]}]","[{'url': 'http://t.co/hfAv7F4CMI', 'expanded_url': 'http://ChrisStapleton.net', 'display_url': 'ChrisStapleton.net', 'indices': [92, 114]}]",Tue Jan 22 22:35:34 +0000 2013,2.9384941625370214e+17,293849416253702144,I just made a new Channel on Vimeo: Chris Stapleton's Videos http://t.co/gik7no0y,False,[],[],[],"[{'url': 'http://t.co/gik7no0y', 'expanded_url': 'http://vimeo.com/channels/460973', 'display_url': 'vimeo.com/channels/460973', 'indices': [61, 81]}]","<a href=""https://vimeo.com"" rel=""nofollow"">Vimeo</a>",,,,,,,,,,False,1.0,8.0,False,False,en,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,26539716,26539716,Ray Esquilin,raydawg13,"Fayetteville, NC",,📍PR to NC 📷 raydawg_glu 🏋🏻‍♂️ Modern Lifestyle Supplements,https://t.co/KRsIiFui1G,False,2467,2504,189,Wed Mar 25 17:10:41 +0000 2009,175,,,True,False,62754,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,True,http://pbs.twimg.com/profile_images/1301498368280199173/XGorH7l__normal.jpg,https://pbs.twimg.com/profile_images/1301498368280199173/XGorH7l__normal.jpg,2FC2EF,FFFFFF,252429,666666,True,False,False,False,False,False,False,none,"[{'url': 'https://t.co/KRsIiFui1G', 'expanded_url': 'https://modernlifestylesupplements.com', 'display_url': 'modernlifestylesupplements.com', 'indices': [0, 23]}]",[],Wed Nov 18 13:04:06 +0000 2020,1.3290477340374712e+18,1329047734037471242,"Coronavirus pandemic, Boeing 737 Max, NBA draft: 5 things to know Wednesday https://t.co/14PtPzXoYa via @USATODAY #news",False,"[{'text': 'news', 'indices': [114, 119]}]",[],"[{'screen_name': 'USATODAY', 'name': 'USA TODAY', 'id': 15754281, 'id_str': '15754281', 'indices': [104, 113]}]","[{'url': 'https://t.co/14PtPzXoYa', 'expanded_url': 'https://www.usatoday.com/story/news/2020/11/18/coronavirus-trump-biden-hurricane-iota-nba-draft-boeing/6282651002/', 'display_url': 'usatoday.com/story/news/202…', 'indices': [76, 99]}]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0.0,0.0,False,False,en,https://pbs.twimg.com/profile_banners/26539716/1599136367,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,19130956,19130956,Stephen Wood,StephenWood,Toronto,,"Faith,  Family, Finance
https://t.co/dD1f6FksOQ",https://t.co/dD1f6FksOQ,False,2123,2451,10,Sun Jan 18 01:06:41 +0000 2009,226,,,False,False,492,,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1876088863/Stephen_12.2011_normal.jpg,https://pbs.twimg.com/profile_images/1876088863/Stephen_12.2011_normal.jpg,0084B4,BDDCAD,DDFFCC,333333,True,False,False,False,False,False,False,none,"[{'url': 'https://t.co/dD1f6FksOQ', 'expanded_url': 'http://www.stephenwood.ca', 'display_url': 'stephenwood.ca', 'indices': [0, 23]}]","[{'url': 'https://t.co/dD1f6FksOQ', 'expanded_url': 'http://www.stephenwood.ca', 'display_url': 'stephenwood.ca', 'indices': [25, 48]}]",Mon Dec 16 00:02:42 +0000 2019,1.2063639856936182e+18,1206363985693618177,https://t.co/iZks9crrx1,False,[],[],[],"[{'url': 'https://t.co/iZks9crrx1', 'expanded_url': 'https://www.facebook.com/655107846/posts/10158163994942847/', 'display_url': 'facebook.com/655107846/post…', 'indices': [0, 23]}]","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",,,,,,,,,,False,0.0,0.0,False,False,und,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,37185543,37185543,NIJ,niyonce1,ATL,,I WAS HERE......,https://t.co/QoLw1BbClu,False,476,1779,1,Sat May 02 12:11:23 +0000 2009,2,,,True,False,3346,,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/2342943829/uutLNFrI_normal,https://pbs.twimg.com/profile_images/2342943829/uutLNFrI_normal,0084B4,BDDCAD,DDFFCC,333333,True,False,False,False,False,False,False,none,"[{'url': 'https://t.co/QoLw1BbClu', 'expanded_url': 'https://www.eventbrite.com/e/aerobics-heels-tickets-24323740964', 'display_url': 'eventbrite.com/e/aerobics-hee…', 'indices': [0, 23]}]",[],Tue May 30 17:03:43 +0000 2017,8.696002187650335e+17,869600218765033472,#thebossconnect https://t.co/lt4fibRqW5,False,"[{'text': 'thebossconnect', 'indices': [0, 15]}]",[],[],[],"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>",,,,,,,,,,False,0.0,1.0,False,False,und,,"[{'id': 869600216277798912, 'id_str': '869600216277798912', 'indices': [16, 39], 'media_url': 'http://pbs.twimg.com/media/DBFwyhPXUAAQ93_.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DBFwyhPXUAAQ93_.jpg', 'url': 'https://t.co/lt4fibRqW5', 'display_url': 'pic.twitter.com/lt4fibRqW5', 'expanded_url': 'https://twitter.com/niyonce1/status/869600218765033472/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 675, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 383, 'h': 680, 'resize': 'fit'}, 'large': {'w': 720, 'h': 1280, 'resize': 'fit'}}}]","[{'id': 869600216277798912, 'id_str': '869600216277798912', 'indices': [16, 39], 'media_url': 'http://pbs.twimg.com/media/DBFwyhPXUAAQ93_.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DBFwyhPXUAAQ93_.jpg', 'url': 'https://t.co/lt4fibRqW5', 'display_url': 'pic.twitter.com/lt4fibRqW5', 'expanded_url': 'https://twitter.com/niyonce1/status/869600218765033472/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 675, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 383, 'h': 680, 'resize': 'fit'}, 'large': {'w': 720, 'h': 1280, 'resize': 'fit'}}}]",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,51373649,51373649,Harold,BigHsfc,La Mission SF ,,"I'm on a meal-ticket mission, want a mil', so I'm wishin ~2pac",,False,158,1032,0,Sat Jun 27 07:04:53 +0000 2009,9,,,True,False,334,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/476749614419177473/wEpUOC0G_normal.jpeg,https://pbs.twimg.com/profile_images/476749614419177473/wEpUOC0G_normal.jpeg,2FC2EF,181A1E,252429,666666,True,False,False,False,False,False,False,none,,[],Wed Sep 04 04:29:08 +0000 2013,3.751132741124915e+17,375113274112491520,@Denis420Escobar ahuevo esa mierda es lo peor. Así estuve yo ase un mes. No aguantaba el dolor. O te esta viniendo pesada este mes!! Jaja,False,[],[],"[{'screen_name': 'Denis420Escobar', 'name': 'Dennis Escobar', 'id': 300045624, 'id_str': '300045624', 'indices': [0, 16]}]",[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",375111934649303040,375111934649303040,300045624,300045624,Denis420Escobar,,,,,False,0.0,0.0,False,False,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,23494977,23494977,"Healthy,Wealthy+Wise",HW2,"Port Clinton, Ohio",,"Educating People about Healthy Food Habits to Reduce/Eliminate Health problems!; Dad w/ 2 Grown Boys,1 Daughter,Lovely Wife,Appreciating Life #PayItForward",http://t.co/ChEEUtf6Ym,False,3237,4581,52,Mon Mar 09 20:26:35 +0000 2009,1166,,,False,False,427,,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/150073245/photo_5_96b13411aeecd4db1b984fd428e9c586_normal.jpg,https://pbs.twimg.com/profile_images/150073245/photo_5_96b13411aeecd4db1b984fd428e9c586_normal.jpg,0000FF,87BC44,E0FF92,000000,True,False,False,False,False,False,False,none,"[{'url': 'http://t.co/ChEEUtf6Ym', 'expanded_url': 'http://www.the-team.biz/mv991377', 'display_url': 'the-team.biz/mv991377', 'indices': [0, 22]}]",[],Wed Feb 05 05:18:06 +0000 2020,1.2249251410979922e+18,1224925141097992192,"Wow! What an Incredible, Memorable and The Best Speech yet from #TheDon So Glad &amp; Proud to watch these Historic Mom… https://t.co/ZtZIzDK4xQ",True,"[{'text': 'TheDon', 'indices': [64, 71]}]",[],[],"[{'url': 'https://t.co/ZtZIzDK4xQ', 'expanded_url': 'https://twitter.com/i/web/status/1224925141097992192', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [121, 144]}]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,True,0.0,0.0,False,False,en,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2245054951233004e+18,1224505495123300352,,,,,,,,,,,,,,,,,,,,,,,
0,165121032,165121032,Adam Randall,ARandall12,CT,,Hardcore gamer! Hit me up Xbox or PS4: shincarnage,,False,92,312,6,Sat Jul 10 17:16:58 +0000 2010,927,,,True,False,1897,,False,False,False,242020,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1112122587/Headshot_normal.jpg,https://pbs.twimg.com/profile_images/1112122587/Headshot_normal.jpg,0084B4,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,,[],Mon Aug 07 01:42:41 +0000 2017,8.943731988375347e+17,894373198837534720,"RT @notaxation: I think it's time for a Colin's Last Stand podcast. Here's how you can help make it a reality, if you so desire. https://t.…",False,[],[],"[{'screen_name': 'notaxation', 'name': 'Colin Moriarty', 'id': 88001676, 'id_str': '88001676', 'indices': [3, 14]}]",[],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,86.0,0.0,False,False,en,,,,,Tue Aug 01 19:34:59 +0000 2017,8.924687223459799e+17,892468722345979906,"I think it's time for a Colin's Last Stand podcast. Here's how you can help make it a reality, if you so desire.… https://t.co/xvgHyVJsxY",True,[],[],[],"[{'url': 'https://t.co/xvgHyVJsxY', 'expanded_url': 'https://twitter.com/i/web/status/892468722345979906', 'display_url': 'twitter.com/i/web/status/8…', 'indices': [114, 137]}]",,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,,,,,False,86.0,656.0,False,False,False,en,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,22440317,22440317,John Cummings,askJohnCummings,Palm Beach Florida,,Helping businesses get millions in tax deductions for energy efficient building design.  Every day.,http://t.co/dFulkWmnF7,False,1053,1575,8,Mon Mar 02 02:35:11 +0000 2009,0,,,False,False,366,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1234528318/john_normal.jpg,https://pbs.twimg.com/profile_images/1234528318/john_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'http://t.co/dFulkWmnF7', 'expanded_url': 'http://askJohnCummings.com', 'display_url': 'askJohnCummings.com', 'indices': [0, 22]}]",[],Mon Aug 15 01:55:16 +0000 2011,1.0292126354204262e+17,102921263542042624,What Equipment Do I Need in My Home Gym to Start a Fitness and Exercise Program? - http://t.co/6oFyL5B via @bodysite,False,[],[],"[{'screen_name': 'BodySite', 'name': 'BodySite.com', 'id': 155725648, 'id_str': '155725648', 'indices': [107, 116]}]","[{'url': 'http://t.co/6oFyL5B', 'expanded_url': 'http://goo.gl/Bx5pl', 'display_url': 'goo.gl/Bx5pl', 'indices': [83, 102]}]","<a href=""https://www.shareaholic.com"" rel=""nofollow"">Shareaholic.com</a>",,,,,,,,,,False,2.0,7.0,False,False,en,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,68430266,68430266,omega-level,omegalevel,"Boston, MA",,your favorite meme-posting pop culture slobs. getting you through the grind one post at a time.,https://t.co/BHJAPNnnJE,False,328,401,8,Mon Aug 24 15:19:54 +0000 2009,67,,,False,False,14661,,False,False,False,5E0616,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/601547582465269760/GDv1LUXK_normal.jpg,https://pbs.twimg.com/profile_images/601547582465269760/GDv1LUXK_normal.jpg,0084B4,BDDCAD,DDFFCC,333333,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/BHJAPNnnJE', 'expanded_url': 'http://www.omega-level.net', 'display_url': 'omega-level.net', 'indices': [0, 23]}]",[],Wed Nov 18 17:46:53 +0000 2020,1.3291188968682373e+18,1329118896868237313,"Streaming some motherfucking ‘Hades’ tonight, baby! https://t.co/DNLKMrnUoJ",False,[],[],[],"[{'url': 'https://t.co/DNLKMrnUoJ', 'expanded_url': 'https://buff.ly/38QXzuR', 'display_url': 'buff.ly/38QXzuR', 'indices': [52, 75]}]","<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,,,,,,,,False,0.0,0.0,False,False,en,https://pbs.twimg.com/profile_banners/68430266/1535137229,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,23388766,23388766,Enrique Silva,REBkay,CA,,,,False,9,170,0,Mon Mar 09 02:14:42 +0000 2009,31,,,False,False,116,,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1027208766/AVApaint_normal.jpg,https://pbs.twimg.com/profile_images/1027208766/AVApaint_normal.jpg,0000FF,87BC44,E0FF92,000000,True,False,False,False,False,False,False,none,,[],Sun Aug 17 20:38:46 +0000 2014,5.0110587907762176e+17,501105879077621761,"Hanging out in a group video chat room, come say hey. http://t.co/6KRlLiITkN #tinychat",False,"[{'text': 'tinychat', 'indices': [77, 86]}]",[],[],"[{'url': 'http://t.co/6KRlLiITkN', 'expanded_url': 'http://tinychat.com/ricothc', 'display_url': 'tinychat.com/ricothc', 'indices': [54, 76]}]","<a href=""http://tinychat.com"" rel=""nofollow"">Tinychat Connector</a>",,,,,,,,,,False,0.0,17.0,False,False,en,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,178181526,178181526,ruby sdqj,ToyWatchAL,,,,,False,92,747,4,Sat Aug 14 02:28:24 +0000 2010,0,,,False,False,0,,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme16/bg.gif,https://abs.twimg.com/images/themes/theme16/bg.gif,False,http://pbs.twimg.com/profile_images/1102454700/TWWH003_normal.JPG,https://pbs.twimg.com/profile_images/1102454700/TWWH003_normal.JPG,0084B4,BDDCAD,DDFFCC,333333,True,False,False,False,False,False,False,none,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
